Date,Close
2023-08-25 00:00:00-04:00,436.6531677246094
2023-08-28 00:00:00-04:00,439.4221496582031
2023-08-29 00:00:00-04:00,445.7738952636719
2023-08-30 00:00:00-04:00,447.60992431640625
2023-08-31 00:00:00-04:00,446.95489501953125
2023-09-01 00:00:00-04:00,447.78857421875
2023-09-05 00:00:00-04:00,445.8532409667969
2023-09-06 00:00:00-04:00,442.8560485839844
2023-09-07 00:00:00-04:00,441.4963684082031
2023-09-08 00:00:00-04:00,442.16131591796875
2023-09-11 00:00:00-04:00,445.0692443847656
2023-09-12 00:00:00-04:00,442.62774658203125
2023-09-13 00:00:00-04:00,443.1438903808594
2023-09-14 00:00:00-04:00,446.9648132324219
2023-09-15 00:00:00-04:00,441.57965087890625
2023-09-18 00:00:00-04:00,441.838623046875
2023-09-19 00:00:00-04:00,440.92230224609375
2023-09-20 00:00:00-04:00,436.8687744140625
2023-09-21 00:00:00-04:00,429.6480407714844
2023-09-22 00:00:00-04:00,428.6819763183594
2023-09-25 00:00:00-04:00,430.4846496582031
2023-09-26 00:00:00-04:00,424.1602783203125
2023-09-27 00:00:00-04:00,424.32958984375
2023-09-28 00:00:00-04:00,426.78961181640625
2023-09-29 00:00:00-04:00,425.75384521484375
2023-10-02 00:00:00-04:00,425.5845031738281
2023-10-03 00:00:00-04:00,419.8876037597656
2023-10-04 00:00:00-04:00,422.9452209472656
2023-10-05 00:00:00-04:00,422.7858581542969
2023-10-06 00:00:00-04:00,427.8055114746094
2023-10-09 00:00:00-04:00,430.5444030761719
2023-10-10 00:00:00-04:00,432.7853088378906
2023-10-11 00:00:00-04:00,434.5581359863281
2023-10-12 00:00:00-04:00,431.90887451171875
2023-10-13 00:00:00-04:00,429.7575988769531
2023-10-16 00:00:00-04:00,434.2792663574219
2023-10-17 00:00:00-04:00,434.25933837890625
2023-10-18 00:00:00-04:00,428.4727783203125
2023-10-19 00:00:00-04:00,424.7080383300781
2023-10-20 00:00:00-04:00,419.4892272949219
2023-10-23 00:00:00-04:00,418.76214599609375
2023-10-24 00:00:00-04:00,421.91937255859375
2023-10-25 00:00:00-04:00,415.8638916015625
2023-10-26 00:00:00-04:00,410.88409423828125
2023-10-27 00:00:00-04:00,409.0216369628906
2023-10-30 00:00:00-04:00,413.9118347167969
2023-10-31 00:00:00-04:00,416.51129150390625
2023-11-01 00:00:00-04:00,420.9532775878906
2023-11-02 00:00:00-04:00,429.0205993652344
2023-11-03 00:00:00-04:00,432.9347229003906
2023-11-06 00:00:00-05:00,433.9306640625
2023-11-07 00:00:00-05:00,435.1656494140625
2023-11-08 00:00:00-05:00,435.484375
2023-11-09 00:00:00-05:00,432.088134765625
2023-11-10 00:00:00-05:00,438.8307800292969
2023-11-13 00:00:00-05:00,438.4125061035156
2023-11-14 00:00:00-05:00,446.91802978515625
2023-11-15 00:00:00-05:00,447.8641662597656
2023-11-16 00:00:00-05:00,448.4119567871094
2023-11-17 00:00:00-05:00,448.9696960449219
2023-11-20 00:00:00-05:00,452.4256896972656
2023-11-21 00:00:00-05:00,451.4396667480469
2023-11-22 00:00:00-05:00,453.1826171875
2023-11-24 00:00:00-05:00,453.4614562988281
2023-11-27 00:00:00-05:00,452.6448059082031
2023-11-28 00:00:00-05:00,453.09295654296875
2023-11-29 00:00:00-05:00,452.7742614746094
2023-11-30 00:00:00-05:00,454.5570373535156
2023-12-01 00:00:00-05:00,457.24615478515625
2023-12-04 00:00:00-05:00,454.84588623046875
2023-12-05 00:00:00-05:00,454.7562255859375
2023-12-06 00:00:00-05:00,452.9236755371094
2023-12-07 00:00:00-05:00,456.3796691894531
2023-12-08 00:00:00-05:00,458.3417053222656
2023-12-11 00:00:00-05:00,460.12445068359375
