Date,Close
2023-08-25 00:00:00-04:00,
2023-08-28 00:00:00-04:00,0.00021799259789889724
2023-08-29 00:00:00-04:00,-0.00010888793772934058
2023-08-30 00:00:00-04:00,0.00021779959120693526
2023-08-31 00:00:00-04:00,0.0006535948818258142
2023-09-01 00:00:00-04:00,0.00016409513832016387
2023-09-05 00:00:00-04:00,0.00021858856534984206
2023-09-06 00:00:00-04:00,0.0
2023-09-07 00:00:00-04:00,0.000546605514681664
2023-09-08 00:00:00-04:00,0.00010921070224334528
2023-09-11 00:00:00-04:00,0.0
2023-09-12 00:00:00-04:00,0.0003277652373252504
2023-09-13 00:00:00-04:00,0.00010907857059461179
2023-09-14 00:00:00-04:00,0.00032762210592385266
2023-09-15 00:00:00-04:00,0.00021823068417936575
2023-09-18 00:00:00-04:00,0.00010909153496929669
2023-09-19 00:00:00-04:00,0.00010916399697147305
2023-09-20 00:00:00-04:00,0.0001090677290351838
2023-09-21 00:00:00-04:00,0.0005454478593343026
2023-09-22 00:00:00-04:00,0.00010908067999926274
2023-09-25 00:00:00-04:00,0.00010890020653109289
2023-09-26 00:00:00-04:00,0.00010905690638263188
2023-09-27 00:00:00-04:00,0.0003269665033771574
2023-09-28 00:00:00-04:00,0.00032685963122647266
2023-09-29 00:00:00-04:00,0.00010897375273688503
2023-10-02 00:00:00-04:00,0.0001530855452636093
2023-10-03 00:00:00-04:00,0.00021864813486915935
2023-10-04 00:00:00-04:00,0.00010942643042222144
2023-10-05 00:00:00-04:00,0.000655897590760901
2023-10-06 00:00:00-04:00,0.0
2023-10-09 00:00:00-04:00,0.00010934273994900323
2023-10-10 00:00:00-04:00,0.0
2023-10-11 00:00:00-04:00,0.00021840926903027302
2023-10-12 00:00:00-04:00,0.0004368913181556078
2023-10-13 00:00:00-04:00,0.00021843430926438145
2023-10-16 00:00:00-04:00,0.00010906726231851849
2023-10-17 00:00:00-04:00,0.00010913938595114026
2023-10-18 00:00:00-04:00,0.00010912747584534976
2023-10-19 00:00:00-04:00,0.00043646227335525367
2023-10-20 00:00:00-04:00,0.00021805196555324535
2023-10-23 00:00:00-04:00,0.00010912813170449454
2023-10-24 00:00:00-04:00,0.00010903228849801216
2023-10-25 00:00:00-04:00,0.00010893647534770956
2023-10-26 00:00:00-04:00,0.0004360341069973295
2023-10-27 00:00:00-04:00,0.000326883048090032
2023-10-30 00:00:00-04:00,0.00010892541015983248
2023-10-31 00:00:00-04:00,0.0
2023-11-01 00:00:00-04:00,0.00030628266829979545
2023-11-02 00:00:00-04:00,0.0003280655098376606
2023-11-03 00:00:00-04:00,0.00010934723638067467
2023-11-06 00:00:00-05:00,0.00010925149904528197
2023-11-07 00:00:00-05:00,0.00021864667426263473
2023-11-08 00:00:00-05:00,0.00010921568481281341
2023-11-09 00:00:00-05:00,0.0005464375163146684
2023-11-10 00:00:00-05:00,0.00010922781708577745
2023-11-13 00:00:00-05:00,0.00010913219733743595
2023-11-14 00:00:00-05:00,0.00010920397000369064
2023-11-15 00:00:00-05:00,0.00021838409159746774
2023-11-16 00:00:00-05:00,0.0004365891670006228
2023-11-17 00:00:00-05:00,0.00021815751139553363
2023-11-20 00:00:00-05:00,0.0
2023-11-21 00:00:00-05:00,0.0003272066931407913
2023-11-22 00:00:00-05:00,0.0004361607424911984
2023-11-24 00:00:00-05:00,0.00010901353112702239
2023-11-27 00:00:00-05:00,0.00010891812230506837
2023-11-28 00:00:00-05:00,0.0002179795550210084
2023-11-29 00:00:00-05:00,0.00010896602514476328
2023-11-30 00:00:00-05:00,0.00043564963183095884
2023-12-01 00:00:00-05:00,0.00020788245886804724
2023-12-04 00:00:00-05:00,0.0
2023-12-05 00:00:00-05:00,0.00021868594195662006
2023-12-06 00:00:00-05:00,0.00010936077334999794
2023-12-07 00:00:00-05:00,0.00043731185080919666
2023-12-08 00:00:00-05:00,0.00021851866025124345
2023-12-11 00:00:00-05:00,0.00021855427431138885
