Date,Close,,,
2007-05-30 00:00:00-04:00,79.05809783935547,,,
2007-05-31 00:00:00-04:00,79.05809783935547,,,
2007-06-01 00:00:00-04:00,79.07534027,,,
2007-06-04 00:00:00-04:00,79.09261322021484,,,
2007-06-05 00:00:00-04:00,79.09261322021484,,,
2007-06-06 00:00:00-04:00,79.12709045410156,,,
2007-06-07 00:00:00-04:00,79.10989379882812,,,
2007-06-08 00:00:00-04:00,79.12709045410156,,,
2007-06-11 00:00:00-04:00,79.16164398,,,
2007-06-12 00:00:00-04:00,79.09261322021484,,,
2007-06-13 00:00:00-04:00,79.16164398,,,
2007-06-14 00:00:00-04:00,79.19617462158203,,,
2007-06-15 00:00:00-04:00,79.26524353027344,,,
2007-06-18 00:00:00-04:00,79.28250885009766,,,
2007-06-19 00:00:00-04:00,79.28250885009766,,,
2007-06-20 00:00:00-04:00,79.29977416992188,,,
2007-06-21 00:00:00-04:00,79.29977416992188,,,
2007-06-22 00:00:00-04:00,79.36880493164062,,,
2007-06-25 00:00:00-04:00,79.33428955078125,,,
2007-06-26 00:00:00-04:00,79.35152435302734,,,
2007-06-27 00:00:00-04:00,79.33428955078125,,,
2007-06-28 00:00:00-04:00,79.36880493164062,,,
2007-06-29 00:00:00-04:00,79.40328979492188,,,
2007-07-02 00:00:00-04:00,79.42584991455078,,,
2007-07-03 00:00:00-04:00,79.42584991455078,,,
2007-07-05 00:00:00-04:00,79.42584991455078,,,
2007-07-06 00:00:00-04:00,79.46053314208984,,,
2007-07-09 00:00:00-04:00,79.47785186767578,,,
2007-07-10 00:00:00-04:00,79.49523162841797,,,
2007-07-11 00:00:00-04:00,79.49523162841797,,,
2007-07-12 00:00:00-04:00,79.51251983642578,,,
2007-07-13 00:00:00-04:00,79.52990723,,,
2007-07-16 00:00:00-04:00,79.54721069335938,,,
2007-07-17 00:00:00-04:00,79.58189392089844,,,
2007-07-18 00:00:00-04:00,79.56452178955078,,,
2007-07-19 00:00:00-04:00,79.58189392089844,,,
2007-07-20 00:00:00-04:00,79.61656951904297,,,
2007-07-23 00:00:00-04:00,79.61656951904297,,,
2007-07-24 00:00:00-04:00,79.61656951904297,,,
2007-07-25 00:00:00-04:00,79.63389587402344,,,
2007-07-26 00:00:00-04:00,79.65127563476562,,,
2007-07-27 00:00:00-04:00,79.68589782714844,,,
2007-07-30 00:00:00-04:00,79.61656951904297,,,
2007-07-31 00:00:00-04:00,79.72061920166016,,,
2007-08-01 00:00:00-04:00,79.69447326660156,,,
2007-08-02 00:00:00-04:00,79.71189117,,,
2007-08-03 00:00:00-04:00,79.67708587646484,,,
2007-08-06 00:00:00-04:00,79.76411437988281,,,
2007-08-07 00:00:00-04:00,79.78151703,,,
2007-08-08 00:00:00-04:00,79.74671936035156,,,
2007-08-09 00:00:00-04:00,79.81636047363281,,,
2007-08-10 00:00:00-04:00,79.86856079101562,,,
2007-08-13 00:00:00-04:00,79.88594818115234,,,
2007-08-14 00:00:00-04:00,79.86856079101562,,,
2007-08-15 00:00:00-04:00,79.88594818115234,,,
2007-08-16 00:00:00-04:00,79.99040985107422,,,
2007-08-17 00:00:00-04:00,80.04264831542969,,,
2007-08-20 00:00:00-04:00,80.1122818,,,
2007-08-21 00:00:00-04:00,80.09484863,,,
2007-08-22 00:00:00-04:00,80.09484863,,,
2007-08-23 00:00:00-04:00,80.04264831542969,,,
2007-08-24 00:00:00-04:00,80.02523040771484,,,
2007-08-27 00:00:00-04:00,79.92077637,,,
2007-08-28 00:00:00-04:00,80.00785827636719,,,
2007-08-29 00:00:00-04:00,80.06002044677734,,,
2007-08-30 00:00:00-04:00,80.07747650146484,,,
2007-08-31 00:00:00-04:00,80.06002044677734,,,
2007-09-04 00:00:00-04:00,80.07229614257812,,,
2007-09-05 00:00:00-04:00,80.08975982666016,,,
2007-09-06 00:00:00-04:00,80.08975982666016,,,
2007-09-07 00:00:00-04:00,80.14216613769531,,,
2007-09-10 00:00:00-04:00,80.15968322753906,,,
2007-09-11 00:00:00-04:00,80.07229614257812,,,
2007-09-12 00:00:00-04:00,80.19459533691406,,,
2007-09-13 00:00:00-04:00,80.17715454101562,,,
2007-09-14 00:00:00-04:00,80.22959899902344,,,
2007-09-17 00:00:00-04:00,80.26453399658203,,,
2007-09-18 00:00:00-04:00,80.21209716796875,,,
2007-09-19 00:00:00-04:00,80.24704742,,,
2007-09-20 00:00:00-04:00,80.19459533691406,,,
2007-09-21 00:00:00-04:00,80.22959899902344,,,
2007-09-24 00:00:00-04:00,80.29945373535156,,,
2007-09-25 00:00:00-04:00,80.31696319580078,,,
2007-09-26 00:00:00-04:00,80.22959899902344,,,
2007-09-27 00:00:00-04:00,80.24704742,,,
2007-09-28 00:00:00-04:00,80.21209716796875,,,
2007-10-01 00:00:00-04:00,80.29975128173828,,,
2007-10-02 00:00:00-04:00,80.24718475341797,,,
